id,Thương hiệu,Dòng xe,Loại xe,Dung tích xe,Giá,Số_km_da_đi,Tuoi_xe,Km_moi_nam,Tuoi_xe_x_Km,Log_Gia,full_description
4004,yamaha,r,tay côn moto,100 175 cc,34.9,20474,5.0,4014.509803921569,102370.0,3.580737295494233,truyền lại đam mê yamaha r15v3 yamaha r tay côn moto 100 175 cc xe đam mê chỉ đi du lịch và cà phê quanh sài gòn đồ zin theo xe còn nguyên chưa đâm đụng té ngã cà vẹt gốc trao tay đăng ký lần đầu 2020 tặng kèm đồ nâng xe và bình dưỡng sên
4005,honda,dream,xe số,100 175 cc,82.0,1000,30.0,33.222591362126245,30000.0,4.418840607796598,dream thái lên đồ chơi vip tặng biển số đẹp honda dream xe số 100 175 cc dream thái lên đồ chơi vip có giá trị biển số đẹp cho ae sưu tầm chân áo leng keng máy móc thì thầm về chỉ việc chơi thôi
4006,honda,dòng khác,tay ga,100 175 cc,16.0,80000,21.0,3791.469194312796,1680000.0,2.833213344056216,hết đam mê chuyển người khác honda dòng khác tay ga 100 175 cc mình cần bán chiếc xe 1 xe dylan đời 2004 tình trạng lên 2 thắng dĩa khóa smarkey đèn led xe máy móc nghiêm chỉnh không sôi nước bậy bạ xe tâm huyết máy móc mới làm
4007,yamaha,r,tay côn moto,100 175 cc,28.5,38000,6.0,6229.508196721312,228000.0,3.3843902633457743,hết đam mê nhượng lại cho ae yamaha r tay côn moto 100 175 cc nhượng lại cho ae đam mê cần thay xe mới
4008,yamaha,exciter,tay côn moto,100 175 cc,23.0,20000,6.0,3278.688524590164,120000.0,3.1780538303479458,bán exciter đời led hoặc đổi lead đen 2018 yamaha exciter tay côn moto 100 175 cc xe zin hoạt động bình thường đi xa khỏe
4009,yamaha,exciter,tay côn moto,100 175 cc,12.0,39075,9.0,4293.956043956044,351675.0,2.5649493574615367,xe ex nguyên zin yamaha exciter tay côn moto 100 175 cc xe đã qua sử dụng nguyên zin bao teat liên hệ trực tiếp trao đổi
4010,honda,cub,xe số,50 100 cc,3.0,1956,18.0,108.06629834254143,35208.0,1.3862943611198906,cub honda cub xe số 50 100 cc cần bán xe cub như hình do không có nhu cầu sử dụng
4011,sym,elizabeth,tay ga,100 175 cc,2.5,12345,17.0,721.9298245614034,209865.0,1.252762968495368,bán xe elizabeth máy êm biển số thành phố sym elizabeth tay ga 100 175 cc gia đình cần bán chiếc xe elizabeth xe đang chạy máy êm biển số thành phố giấy tờ đầy đủ
4012,honda,sh,tay ga,100 175 cc,39.0,55000,19.0,2879.5811518324604,1045000.0,3.6888794541139363,ban sh y 150 chinh chu ban mau den 2006 honda sh tay ga 100 175 cc xe nhà du dùng cần bán sh y 150 2006 màu đen xe chính chủ đứng tên bán xe đẹp long lanh mua về chỉ việc chạy không lo lắng lăn tăng xem xe tại nhà
4013,honda,citi,xe số,50 100 cc,10.8,12690,26.0,486.2068965517241,329940.0,2.468099531471619,honda citi huyền thoại một thời honda citi xe số 50 100 cc honda citi huyền thoại một thời thế hệ xưa xe dọn tâm huyết từ trong ra ngoài điện đề đèn kèn xinhan đầy đủ máy động cơ êm ấm đề nhẹ là lên bánh măm đen bô dam mạnh mẽ và nét hoài cổ đồng hồ zin dream thái báo xăng báo contermet hoạt động đầy đủ phuộc tải pasgoten xịn khung sườn rất cứng bao tải nặng trên 350 kg chìa khóa đủ 2 chìa khóa chống đoản trộm bửng lớn nhỏ theo xe đầy đủ xe đa công dụng vừa chở người chở hàng đều được chạy garp siêu tiết kiệm xăng siêu bền bỉ biển số tphcm giấy tờ cavet đầy đủ bảo hiểm dân sự bắt buộc theo xe đến 2 2026 mỗi xe mỗi chất riêng đừng so sánh với xe dặp xe chất lượng kém xe ở quận gò vấp tphcm cảm ơn anh chị cô chú đã xem tin
4014,honda,wave,xe số,100 175 cc,16.0,31000,3.0,10000.0,93000.0,2.833213344056216,cần bán xe wave 2022 có fix cho ae lấy nhanh honda wave xe số 100 175 cc xe đã đi được 3100 km tình trạng xe còn mới không đâm đụng giấy tờ sang tên nhanh gọn do nhà dư xe nên cần bán có fix cho ae lấy nhanh
4015,honda,sh mode,tay ga,100 175 cc,0.06,12345,10.0,1222.2772277227723,123450.0,0.05826890812397577,cần bán 2 xe honda sh mode tay ga 100 175 cc em cần bán 2 con sh mode viet nam máy móc êm mua về chạy thôi giá còn thương lượng 2 xe
4016,yamaha,sirius,xe số,100 175 cc,11.8,0,5.0,0.0,0.0,2.5494451709255714,xe đang đi cần bán xe sirius 115 cc fi biển số tp yamaha sirius xe số 100 175 cc mình cần bán xe sirius 115 cc fi đang đi biển số tp dễ nhìn dàn áo mới lột keo còn mới yên mua mới bên yên xe tấn tài biển số gò vấp 328 63 tài mãi phát lộc tài ae muốn ủy quyền hay sang tên gì cũng được xe 1 đời chủ mình đứng tên xem xe tại gò vấp call hải chủ xe
4017,honda,wave,xe số,100 175 cc,16.0,32000,3.0,10322.58064516129,96000.0,2.833213344056216,cần bán wave 2022 honda wave xe số 100 175 cc cần bán wave 2022 đã đi 32000 km odo chuẩn ko tua máy zin ko đâm đụng mình đứng ủy quyền lần 2 nên chỉ ký sang tên fix nhẹ cho ae thiện chí
4018,piaggio,sprint,tay ga,100 175 cc,40.0,40000,9.0,4395.604395604396,360000.0,3.713572066704308,vespa sprint 2016 màu trắng piaggio sprint tay ga 100 175 cc cần bán xe vespa sprint 125 3 vie màu trắng xe đk 2016 ngoại hình đẹp odo 40 000 km giá bán 40 triệu chính chủ công chứng xem xe tại nhà quận gò vấp
4019,piaggio,liberty,tay ga,100 175 cc,9.0,47000,12.0,3884.2975206611573,564000.0,2.302585092994046,có thương lượng piaggio liberty tay ga 100 175 cc có trầy xướt không chính chủ bao tranh chấp vừa thay yên bão dưỡng xe
4020,yamaha,exciter,tay côn moto,100 175 cc,18.0,1,6.0,0.1639344262295082,6.0,2.9444389791664403,ex150 zin từ a z 9 c bán hoặc gl xe khác yamaha exciter tay côn moto 100 175 cc mình cần bán hoặc gl xe ex 150 zin từ con ốc chưa từng rớt đầu hay mở nắp nồi xe nhà đi giữ kĩ xe đẹp êm leng keng gl winner x hoặc xe khác đổi gió hoặc bán 19 500 000 giảm còn 18 tr cứng giá
4021,honda,lead,tay ga,100 175 cc,8.0,72000,15.0,4768.211920529801,1080000.0,2.1972245773362196,bán lead 110 màu đỏ máy êm chính chủ honda lead tay ga 100 175 cc xe bà chị cần bán lại xe ngoại hình còn đẹp máy móc zin a z máy và láp cực kỳ êm bán giấy tờ công chứng ủy hay mua bán đều được anh em đi cày hay sinh viên là ok luôn
4022,honda,air blade,tay ga,100 175 cc,8.0,96322,17.0,5632.865497076023,1637474.0,2.1972245773362196,ab 2008 honda air blade tay ga 100 175 cc xe ab tình trạng y như hình giấy tờ chính chủ xe máy êm nhạy nổ vừa thay bình ắc quy mới tinh xe đã dán keo decan màu nguyên con nhìn đẹp liên hệ trực tiếp miễn tiếp nhắn tin xem và mua xe trực tiếp tại gò vấp thanks
4023,honda,sh,tay ga,100 175 cc,60.0,50000,19.0,2617.801047120419,950000.0,4.110873864173311,honda shi 150 màu trắng mới đẹp honda sh tay ga 100 175 cc cần bán nhanh honda shi 150 đk 2006 áo v3 mới đẹp nhập ý ngoại hình mới đẹp như hình giá bán 60 triệu xem xe quận gò vấp
4024,honda,sh,tay ga,100 175 cc,68.0,30000,7.0,4225.352112676057,210000.0,4.23410650459726,sh 150 honda sh tay ga 100 175 cc em có công việc cần chia sẻ lại cho người cần đi xe nguyên bản đã làm nồi cam kết máy móc nguyên zin em đứng tên chính chủ biển tp anh em nhanh lẹ kì kèo nhiều em không thích
4025,honda,wave,xe số,100 175 cc,1.5,200,9.0,21.978021978021978,1800.0,0.9162907318741551,xe chạy bình thường cần thanh ly honda wave xe số 100 175 cc xe may chạy binh thuong can thanh ly ai can ll cảm ơn
4026,hãng khác,dòng khác,xe số,50 100 cc,2.5,100,25.0,3.98406374501992,2500.0,1.252762968495368,xe đi cày hãng khác dòng khác xe số 50 100 cc xe mua cho má đi chợ già ko đi nữa bán lại chonanh em đi cày nghe máy êm dàn ngoài nhìn được về đổ xăng là chạy
4027,honda,winner,tay côn moto,100 175 cc,11.0,70000,7.0,9859.154929577466,490000.0,2.4849066497880004,winner v1 150 btsp 9 chủ honda winner tay côn moto 100 175 cc cần pass xe winner v1 bstp chính chủ full giấy tờ xe đang đi mới thay vỏ lên phuộc rcb mua về làm máy lại nha xe zin mà đi lâu rồi chưa làm máy lại nên hơi kêu gọi
4028,honda,vario,tay ga,100 175 cc,39.0,17000,2.0,8095.2380952380945,34000.0,3.6888794541139363,vario160 abs 2023 honda vario tay ga 100 175 cc nhu cầu đổi xe nên bán vario160 abs 2023 chính chủ xe gia đình chạy 1 đời chủ còn bảo hành hãng 1 năm đủ 2 kiếng 2 remot zin theo xe xe dán keo trong lột ra như mới biển 60 đồng nai
4029,yamaha,jupiter,xe số,100 175 cc,20.0,26000,3.0,8387.096774193547,78000.0,3.044522437723423,bán xe jupiter fi 2022 chính chủ yamaha jupiter xe số 100 175 cc xe bảo dưỡng định kì tại hãng 1000 1500 km thay nhớt còn 1 lần bảo dưỡng 9 9 xe mới thay bi chén cổ nhông sên đĩa má thắng chính hãng vào t12 2024 xe không đâm đụng té ngã va quẹt xước sơn xe dán keo đẩy đủ chỉ bị xước keo trong xe đi trong thành phố chưa đi xa chưa tua vòng máy xe chính chủ hỗ trợ giấy tờ trực tiếp tại hcm
4030,yamaha,nouvo,tay ga,100 175 cc,5.4,9999,13.0,763.2824427480916,129987.0,1.8562979903656263,ban xe novo 5 con manh va dep yamaha nouvo tay ga 100 175 cc tôi cần gom tiền mua xe khác nên bán lại xe novo5 fi còn mạnh và mới mọi chức năng đây đủ máy êm và mạnh giấy tờ đây đủ xe mới thay nhớt ko hao xăng mua về là chạy ko bị j hết yên tam ai mua thì đt nhé đừng nt
4031,honda,air blade,tay ga,100 175 cc,16.0,80000,9.0,8791.208791208792,720000.0,2.833213344056216,xe air blade màu xanh dương honda air blade tay ga 100 175 cc xe đang sử dụng bảo dưỡng kỹ mua về sử dụng không sửa thêm bất cứ bộ phận nào
4032,honda,dream,xe số,50 100 cc,9.5,100000,29.0,3436.426116838488,2900000.0,2.3513752571634776,dream thái úp supper đã bán honda dream xe số 50 100 cc mình cần ra đi em xe dream thái up supper máy móc lên 110 sẵn rồi anh em mua về chỉ xăng nhớt là đi thôi xe mình đang đi làm hằng ngày do đổi xe nên bass lại cho ae nào cần giá mong muốn 9 tr5 fixx nhẹ cho ae xe k chính chủ bao tranh chấp cho ae p s xe đã bán cám ơn ae nhanh gọn
4033,honda,cub,xe số,dưới 50 cc,2.999999,99999,,,,1.3862941111198592,cần thanh lý xe cup cho ae về giao hàng tiết kiệm honda cub xe số dưới 50 cc cần thanh lý xe cup như hình hình thức đồ xăng là chạy ae quan tâm tới xem xe có fix xăng cộ cho ae nhanh gọn lẹ ạ nt chợ tốt e trả lời ngay ạ
4034,honda,winner,tay côn moto,100 175 cc,19.5,30000,7.0,4225.352112676057,210000.0,3.0204248861443626,winner v1 2018 honda winner tay côn moto 100 175 cc winner 2018 xe biển số tp hcm chính chủ odo 30 k xe nguyên zin đẹp từ đầu đến đuôi chất xe còn mới như xe mới dàn áo ko vết trầy xước xe bao ko đấm đụng té ngã máy móc bao zin nguyên bản êm ái thay nhớt đúng định kỳ bảo dưỡng đúng km bugi denso iridium đã lên cập võ michelin gp mới thay bộ snd mới cổ pô titan bao tay rcb gù tay lái sh kính h2c giá tốt 1 9 500 000 lh khanh xem xe quận gò vấp
4035,hãng khác,dòng khác,xe số,dưới 50 cc,9.0,50000,16.0,3105.5900621118008,800000.0,2.302585092994046,bán xe cup có đề hãng khác dòng khác xe số dưới 50 cc xe cup như hình giấy tờ đầy đủ kg chính chủ cho học sinh đi học giá 9 tr liên hệ
4036,yamaha,exciter,tay côn moto,100 175 cc,14.8,500000,10.0,49504.95049504951,5000000.0,2.760009940032921,yamaha exiter 150 ex yamaha exciter tay côn moto 100 175 cc xe zin mua về chỉ chạy không cần sửa vỏ mới thay nhông sên dĩa mới thay anh em cần xe đi lễ thì alo mình nhé chính chủ giá rẻ nhé không bớt nhé
4037,honda,vario,tay ga,100 175 cc,38.5,10000,1.0,9090.90909090909,10000.0,3.676300671907076,cần tiền bán xe mới 95 honda vario tay ga 100 175 cc đời mới 2024 cbs bs đẹp 59 sa 09609 xe còn rất mới
4038,yamaha,exciter,tay côn moto,100 175 cc,37.0,20000,5.0,3921.568627450981,100000.0,3.6375861597263857,chính chủ đứng bán ex155 yamaha exciter tay côn moto 100 175 cc odo 20000 km date 2020 tình trạng hoạt động bình thường giá 37 tr có thương lượng nhẹ đang kẹt tiền lên cc biển đồng tháp 66
4039,yamaha,exciter,tay côn moto,100 175 cc,30.0,9000,6.0,1475.409836065574,54000.0,3.4339872044851463,thanh lý xe exciter 150 2019 yamaha exciter tay côn moto 100 175 cc xe lên đồ chơi như hình rất đẹp xe mạnh chạy bốc sướng
4040,honda,wave,xe số,100 175 cc,16.6,31000,3.0,10000.0,93000.0,2.8678989020441064,bán wave 2022 fix nhẹ cho ae honda wave xe số 100 175 cc nhà dư xe nên em cần ra đi wave 2022 đã đi được 31000 km tình trạng nguyên zin không đâm đụng đứng ủy quyền lần 2
4041,honda,vision,tay ga,100 175 cc,8.5,7000,11.0,630.6306306306307,77000.0,2.2512917986064953,do không có nhu cầu dùng nữa lên muống nhượng lại honda vision tay ga 100 175 cc xe máy móc êm đi lại bth an ninh tốt
4042,yamaha,exciter,tay côn moto,100 175 cc,16.8,2000,13.0,152.67175572519085,26000.0,2.8791984572980396,ex xún áo size hylap bstp kiểng yamaha exciter tay côn moto 100 175 cc ex xún áo bstp gthl bao chanh chấp style hy lạp leng keng trong ngoài máy zin làm nồi chóng dọng nhẹ xe êm ái full ex nhỏ đh uma chóa 2 tầng zhipat cdn rcb căm nova lum la giá 16 800 000 đ fix lộc lá gò vấp p15
4043,honda,winner,tay côn moto,50 100 cc,3.5,99999,26.0,3831.3793103448274,2599974.0,1.5040773967762742,win ngầu chữa cháy honda winner tay côn moto 50 100 cc win máy êm điện đèn còi đủ giá này anh em tự hiểu dùm mình nha anh em cần xe chữa cháy liên hệ cảm ơn anh em
4044,honda,67,tay côn moto,50 100 cc,3.5,999999,,,,1.5040773967762742,67 cho anh em chữa cháy honda 67 tay côn moto 50 100 cc 67 máy êm điện đèn còi đủ giá rẻ vầy anh em hiểu dùm em nha cần chữa cháy liên hệ em
4045,yamaha,nouvo,tay ga,100 175 cc,4.2,66000,14.0,4680.851063829788,924000.0,1.6486586255873816,bán xe novo biển 82 đời 2011 giấy tờ đầy đủ yamaha nouvo tay ga 100 175 cc bán xe ở gò vấp hcm biển 82 xe chạy còn êm ngon mỗi tội nó hơi nặng
4046,honda,air blade,tay ga,100 175 cc,9.3,28000,14.0,1985.8156028368794,392000.0,2.33214389523559,đổi xe nên cần bán xe ab honda air blade tay ga 100 175 cc do đổi xe mới nên mình muốn bán chiếc xe ab xe mình đi làm hàng ngày xe mình mua lại nên không chính chủ nhé ai có nhu cầu vui lòng liên hệ có fix cho ai muốn nhanh gọn
4047,honda,wave,xe số,100 175 cc,4.5,100000,25.0,3984.06374501992,2500000.0,1.7047480922384253,wave tq gtdd bs tp honda wave xe số 100 175 cc nhà dư cần bán wave tq máy hơi kêu nhưng chạy còn ngon bs tp gtdd
4048,honda,dòng khác,xe số,50 100 cc,4.0,56834,26.0,2177.547892720306,1477684.0,1.6094379124341003,se máy cúp 72 honda dòng khác xe số 50 100 cc suất sứ nhật bản se đứt đường điện se còn đẹp có anh chị nào cần alo em nha se có giấy tờ đầy đủ ạ
4049,honda,wave,xe số,100 175 cc,16.6,31000,3.0,10000.0,93000.0,2.8678989020441064,cần bán wave 2022 31000 km có fix lộc lá cho ae honda wave xe số 100 175 cc wave 2022 dàn áo zin theo xe đi được 31000 km không đâm đụng máy móc êm ái lướt hỗ trợ giấy tờ nhanh gọn lẹ
4050,honda,future,xe số,100 175 cc,25.0,20000,17.0,1169.5906432748536,340000.0,3.258096538021482,ban xe future 2008 fi chính chủ mới đẹp giá rẻ honda future xe số 100 175 cc nhà dư xe nên cần bán chiếc xe future neo fi 2008 chính chủ mới đẹp xe đời 2008 máy móc zin giấy tờ chính chủ bao công chứng giá mong muốn 25 tr còn thương lượng cho khách thiện chí lh
4051,suzuki,dòng khác,xe số,100 175 cc,5.5,12345,17.0,721.9298245614034,209865.0,1.8718021769015913,xe không dùng tới giấy tờ đầy đủ suzuki dòng khác xe số 100 175 cc về quê nên thanh lý xe cho ai chạy grab mới thay bình ác quy được 2 tuần giấy tờ đầy đủ đăng ký năm 2008 bớt chút xăng cho ae đi lại ạ
4052,honda,lead,tay ga,100 175 cc,10.5,36000,13.0,2748.0916030534354,468000.0,2.4423470353692043,cần bán xe lead 2012 bstp chính chủ honda lead tay ga 100 175 cc cần bán xe lead 110 bstp chính chủ sang tên ủy quyền dc xe thợ chạy kỹ máy cực ngon ae mua về đổ xăng chạy ko phải sửa j cả giàn áo hơi trầy ae về sơn lại bao thợ thầy coi thoải mái ạ
4053,honda,air blade,tay ga,100 175 cc,27.0,10500,4.0,2560.9756097560976,42000.0,3.332204510175204,cần bán ab 2021 bstp bao tranh chấp honda air blade tay ga 100 175 cc cần bán ab 2021 bstp bao tranh chấp odo 10500 km xe ít đi dàn áo liền lạc còn keng xe zin máy êm có fix
4054,suzuki,gn,tay côn moto,100 175 cc,11.0,7404,12.0,611.900826446281,88848.0,2.4849066497880004,suzuki gn 125 giá 11 000 000 có fix suzuki gn tay côn moto 100 175 cc cam cò hơi kêu nhưng mà vẫn ổn yên xe hơi tróc tí thui mua nhanh gọn lẹ fix 8 trxxx
4055,yamaha,sirius,xe số,100 175 cc,13.0,9000,3.0,2903.2258064516127,27000.0,2.6390573296152584,bán xe sirius fi 2022 bstp yamaha sirius xe số 100 175 cc cầm đồ thanh lý xe yamaha sirius fi 2022 biển số thành phố xe cầm chính chủ có cà vẹt xe và căn cước chủ xe tình trạng xe hoàn hảo đẹp leng keng mua bán bao tranh chấp viết hóa đơm cửa hàng quan tâm alo cho mình
4056,honda,wave,xe số,100 175 cc,7.5,10000,13.0,763.3587786259542,130000.0,2.1400661634962708,cần bán xe ware honda wave xe số 100 175 cc dạ do cần tiền điều trị bệnh em bán chiếc xe máy tâm huyết xe em đi rất kỹ máy móc zin chưa đụng chạm giấy tờ đầy đủ bstp không chính chủ xe đi lâu nên nổi hơi kêu nhỏ nhưng không ảnh hưởng gì em muốn để zin nên không làm ạ mua bán giao dịch tại nhà không ship khu vực gò vấp sài gòn qua xem xe dùm em bảo đảm sẽ thích cần tiền điều trị bệnh nên làm ơn đừng trả giá
4057,honda,winner x,tay côn moto,100 175 cc,29.8,7900,2.0,3761.904761904762,15800.0,3.427514689979529,đổi xe ga bán winner v3 2023 chính chủ xe mới 99 honda winner x tay côn moto 100 175 cc do nhà đã đổi xe ga phù hợp với gia đình nên mình muốn bán chiếc honda winner v3 đời 2023 bản sport khóa smartkey biển số tp chính chủ công chứng chất xe thì như xe thùng chính hãng mới 99 chạy mới hết rodai thôi k khác gì xe hãng cặp kiếng cặp remote bộ đồ nghề còn đầy đủ hết cam đoan xe nguyên rin hết từ trong ra ngoài máy móc đời này cực kỳ ngon rất là êm và bốc đi đường xa tuyệt vời mới mua về mình có trang bị thêm vài món đồ chính hãng cho đẹp xe cặp mâm rcb xịn cần số hai chiều x1r cảng x1 còn để dành cặp mâm zin cần số cảng zin theo xe chưa qua sử dụng khách mua mình sẽ tặng hết mua ngay xe này vừa đc giảm chi phí rất nhiều mà vừa đc chiếc xe còn mới như xe hãng ai có nhu cầu mua xe mới thì tham khảo xe mình nhé cần thì gọi luôn nhắn tin mình k để ý thanks
4058,honda,air blade,tay ga,100 175 cc,36.5,33,3.0,10.64516129032258,99.0,3.624340932976365,airblade 125 màu xám xi măng 2022 honda air blade tay ga 100 175 cc bán xe airblade 125 phân khối màu xám xi măng màu rất đẹp nhìn mê ngay mới bóc keo nên còn như mới xe mới năm 2022 xe nhà đang đi chính chủ bán công chứng ngay biển số tp hcm
4059,yamaha,dòng khác,tay ga,50 100 cc,12.5,100000,37.0,2695.4177897574123,3700000.0,2.6026896854443837,yamaha mate 50 cc v50 giấy tờ đầy đủ bstp yamaha dòng khác tay ga 50 100 cc yamaha mate 50 cc v50 giấy tờ đầy đủ bstp số máy số khung rin theo xe cavet xưa hqcn bán bao tranh chấp
4060,hãng khác,dòng khác,xe số,100 175 cc,8.5,67000,14.0,4751.7730496453905,938000.0,2.2512917986064953,bán xe wave rsx 2011 hãng khác dòng khác xe số 100 175 cc dư xe cần bán wave rsx 2011 xe honda chính hãng xe nữ đi vỏ mới thay giấy tờ đầy đủ xem xe quận 7 cảm ơn ae xem tin cảm ơn chợ tốt duyệt tin
4061,hãng khác,dòng khác,xe số,100 175 cc,3.2,88888,19.0,4653.821989528796,1688872.0,1.4350845252893227,xe dream trung quốc máy êm hãng khác dòng khác xe số 100 175 cc xe dream trung quốc máy êm sườn cứng cáp chính chủ để chở hàng bao tốt
4062,honda,future,xe số,50 100 cc,4.3,36000,18.0,1988.9502762430939,648000.0,1.667706820558076,có bán xe puture neo hq số tp honda future xe số 50 100 cc có bán xe puture neo hq đề singal đày đủ máy êm liên hệ số
4063,honda,wave,xe số,100 175 cc,12.5,1000,23.0,43.290043290043286,23000.0,2.6026896854443837,vave đời 2002 honda vn lốc đen jin honda wave xe số 100 175 cc vave đời 2002 lốc đen xuất xứ vn xe jin giấy tờ đầ đủ
4064,honda,blade,xe số,100 175 cc,19.0,5500,1.0,5000.0,5500.0,2.995732273553991,cần bán xe wave blade 110 bstp honda blade xe số 100 175 cc nhà dư xe nay cần bán xe mới mua được gần 2 tháng có nhu cầu đổi sang xe khác ai mua lh bao sang tên
4065,kawasaki,w175,tay côn moto,trên 175 cc,46.6,7000,6.0,1147.5409836065573,42000.0,3.8628327612373745,kawasaki w175 2019 đen zin 100 kawasaki w175 tay côn moto trên 175 cc máy móc phụ tùng zin 100 chưa thay gì dù chỉ là con ốc xe đi cực ít lốp zin theo xe còn gai xe chính chủ giấy tờ đầy đủ đồng hồ odo bị hư nên không thể hiện đúng số km ae thiện chí giao dịch bao test thợ thầy cam kết không tua odo
4066,honda,dream,xe số,100 175 cc,4.8,345678,13.0,26387.633587786262,4493814.0,1.7578579175523736,xe hàn quốc honda dream xe số 100 175 cc xe dream hàn quốc tình trạng xe đang sử dụng bình thường bình đề kèn xi nhan đầy đủ ai cần liên hệ về đi làm đi chơi hay chở hàng đều được cám ơn chợ tốt
4067,yamaha,nouvo,tay ga,100 175 cc,1.9,150000,15.0,9933.774834437087,2250000.0,1.0647107369924282,xe rẻ cho sinh viên người đi làm yamaha nouvo tay ga 100 175 cc có chiếc xe nouvo tuy đời cũ nhưng linh kiện thay mới liên tục chạy êm như airblade thích hợp cho sinh viên người đi làm
4068,kymco,candy s,tay ga,dưới 50 cc,4.0,123456,13.0,9424.12213740458,1604928.0,1.6094379124341003,cần thanh lý candy 50 cc kymco candy s tay ga dưới 50 cc xe ga như hình 50 cc phù hợp cho học sinh để lâu cần thanh lý bớt
4069,sym,elizabeth,tay ga,50 100 cc,4.8,9888,16.0,614.1614906832298,158208.0,1.7578579175523736,bán hoặc giao lưu xe alizabest sym elizabeth tay ga 50 100 cc cần bán hoặc giao lưu xe elizabest xe như hình rất đẹp về chỉ chạy đã thay nhớt mới vỏ mới đề điện đây đủ bstp có giấy mua bán cửa hàng hoặc giao lưu mio dio xem xe gò vấp
4070,honda,sh,tay ga,100 175 cc,72.0,20000,3.0,6451.612903225806,60000.0,4.290459441148391,sh 1 đời chủ 125 cc honda sh tay ga 100 175 cc giấy tờ rõ ràng 1 đời chủ bớt chút lộc em chủ yếu bán cho nguoi dùng anh chị cò lái chac thu ko đc ạ thanks moi nguoi đã xem
4071,honda,air blade,tay ga,100 175 cc,10.0,10000,14.0,709.2198581560284,140000.0,2.3978952727983707,mình dư 1 xe hình cần bán cho ai cần honda air blade tay ga 100 175 cc mình mới mua xe mới nên cần bán lại xe cũ cho ai cần xe mình đang chạy bình thường mấy bạn có thể qua kiểm tra xe giấy tờ chính chủ mình luôn nha nên mấy bạn yên tâm nói chung mình muốn bán bạn nào thấy hợp cần thì qua mua nha mình không gấp
4072,honda,dream,xe số,100 175 cc,2.3,12000,18.0,662.9834254143645,216000.0,1.1939224684724346,cần bán dream honda dream xe số 100 175 cc dream cho di làm xe giấy tờ đầy đủ hoạt động bình thường mua về chạy thôi
4073,yamaha,dòng khác,tay côn moto,trên 175 cc,25.0,100000,6.0,16393.44262295082,600000.0,3.258096538021482,cần bán chiếc cào cào yamaha serrow 225 yamaha dòng khác tay côn moto trên 175 cc yamaha serrow 225 mới lắp bô norifumi liên hệ a vũ
4074,piaggio,vespa,tay ga,100 175 cc,16.8,40000,13.0,3053.4351145038167,520000.0,2.8791984572980396,vespa s 125 2012 bstp chính chủ zin piaggio vespa tay ga 100 175 cc vespa s 125 2012 biển số thành phố chính chủ máy móc nguyên zin màu xanh đen còn rất đẹp xe mới vô hãng vespa bảo dưỡng thay thế hầu như toàn bộ những chi tiết hao mòn để cho cháu đi nhưng giờ cháu đậu đi du học nên bán lại bao dẫn thợ hoặc đem ra hãng kiểm tra giá 16 triệu 800 ngàn xem xe hẻm 326 phan đình phùng quận phú nhuận
4075,yamaha,janus,tay ga,100 175 cc,14.0,10000,8.0,1234.567901234568,80000.0,2.70805020110221,bán xe janus chính chủ yamaha janus tay ga 100 175 cc liên hệ xe con cháu đi học không sử dụng nhiều còn nguyên zin
4076,yamaha,mio,tay ga,100 175 cc,19.5,45000,21.0,2132.7014218009476,945000.0,3.0204248861443626,mio 110 nhập thái lan bstp chính chủ máy zin 100 yamaha mio tay ga 100 175 cc mio nhập thái đời 2004 biển số thành phố chính chủ xe cam kết máy móc còn nguyên zin chưa rớt đầu chưa đụng tới nắp chao máy êm ru mạnh bao test các kiểu dàn áo ngoài dọn mới theo đúng màu xanh trên cavet mua bán ra công chứng liền xem xe hẻm 326 phan đình phùng quận phú nhuận giá 19 triệu 500 ngàn
4077,honda,sh,tay ga,100 175 cc,70.0,2000,2.0,952.3809523809523,4000.0,4.2626798770413155,ban xe honda sh125i mau do nam 2023 pb tieu chuan honda sh tay ga 100 175 cc mình mua mới tháng 8 năm 2023 còn bảo hành của hãng honda sh125i phiên bản tiêu chuẩn giá cửa hàng bán lăn bánh bây giờ 86 trieu mình là nữ ít đi mua xong toàn trùm mền xe màu đỏ đô chỉ mới dùng hơn 2800 km thôi ạ còn mới như mới đập thùng mình giữ lại biển số xe ai cần nhắn mình
4078,honda,lead,tay ga,100 175 cc,18.5,27000,11.0,2432.4324324324325,297000.0,2.970414465569701,xe honda lead chính chủ 125 fi honda lead tay ga 100 175 cc xe nhà cần bán như hình chụp do ít dùng nên bán cho đỡ chật nhà trùm mền odo chuẩn 27 k km chính chủ
4079,honda,sonic,tay côn moto,100 175 cc,34.5,2700,6.0,442.62295081967216,16200.0,3.56953269648137,sonic đời 2019 1 chủ bssg honda sonic tay côn moto 100 175 cc xe biển số sg đẹp 28182 đời 2019 đúng 1 chủ siêu đẹp zin từ a đến á
4080,honda,sh,tay ga,100 175 cc,50.0,40000,19.0,2094.240837696335,760000.0,3.9318256327243257,bán xe sh ý màu đen honda sh tay ga 100 175 cc sh ý xe chính chủ dì nước ngoài cần bán gấp liên hệ
4081,honda,lead,tay ga,100 175 cc,30.0,13123,8.0,1620.1234567901236,104984.0,3.4339872044851463,bán xe honda lead honda lead tay ga 100 175 cc bán xe honda lead biển số xe phú nhuận xe còn khá mới ít chạy xe chính chủ 89 27 huỳnh văn bánh
